,comment-en,comment-mg,sentiment
1183,"I loved the strong, independent main character.",Tiako ilay mpilalao fototra matanjaka sy mahaleo tena.,1
1184,"The graphics are better and run very smoothly, without a single hitch or framerate problem.","Ny sary dia tsara kokoa ary mandeha tsara, tsy misy olana na framerate na iray aza.",1
1185,"The most annoying thing about this song is she keeps changing pitch, about every 5 words or so we're hearing a new tune.","Ny tena mahasosotra indrindra amin'ity hira ity dia miova foana ny feony, isaky ny teny 5 eo ho eo isika dia maheno feon-kira vaovao.",-1
1186,"I admit the last fifteen minutes make up for the lack of ghoulish could've beens with gusto and self-righteous ""yeah"" paybacks but the trip itself is unsavory.","Ekeko fa ny dimy ambin'ny folo minitra farany dia nahafeno ny tsy fahampian'ny tsy fahampian-tsakafo mety ho an'ny faniriana sy ny famerenam-bola ""eny"" manamarin-tena fa ny dia ihany no tsy mahafinaritra.",-1
1187,"It is still quality though, with a massive slow riff in the middle.","Mbola kalitao anefa izy io, miaraka amin'ny riff miadana be eo afovoany.",1
1188,"Just when you think you got it figured out, you will get hit upside the head, or start a game with tougher enemies that just kill you.","Raha vao heverinao fa azonao ilay izy, dia ho voadona amin'ny lohanao ianao, na hanomboka lalao miaraka amin'ny fahavalo mahery kokoa izay mamono anao fotsiny.",-1
1189,"again, the cure song sux...","indray, ilay hira fanasitranana sux...",-1
1190,Even love the minimal black design of it.,Na dia tia ny endrika mainty kely indrindra amin'izany.,1
1191,"After listening to the first disc, I almost felt I had to check my stereo to make sure I didn't have the same song on repeat over and over.",Rehefa avy nihaino ny kapila voalohany aho dia saika nahatsapa fa tsy maintsy nanamarina ny stereo-ko aho mba hahazoana antoka fa tsy manana hira mitovy amin'ny averimberina foana aho.,-1
1192,Stay away from this film like the plague.,Mialà amin'ity sarimihetsika ity toy ny pesta.,-1
1193,"I'm saying that except for those last two things I mentioned, and the fact that its running windows – this baby matches the power of a 2200 dollar Mac book.","Milaza aho fa afa-tsy ireo zavatra roa farany voalazako ireo, sy ny fisian'ny varavarankelin'ny fandehanana – mifanaraka amin'ny herin'ny boky Mac 2200 dolara io zazakely io.",1
1194,"Any sensible understanding should begin at the bottom (simple repeated experiments), and Behe does not demonstrate that a non-materialist explanation is necessary.","Ny fahatakarana tsara rehetra dia tokony hanomboka any amin'ny farany ambany (fanandramana tsotra miverimberina), ary tsy asehon'i Behe ​​fa ilaina ny fanazavana tsy ara-materialy.",-1
1195,"I honestly can't think of a time when I want to listen to trance and I think to myself ""You know what would be great?","Raha ny marina dia tsy afaka mieritreritra fotoana iray izay te hihaino ny trance aho ary mieritreritra ny tenako hoe ""Fantatrao hoe inona no mety tsara?",-1
1196,"The delicate, vine-laden garden lattice of ""Unfold"" has been replaced by a hard, brick wall of sound this time out.","Nosoloan'ny rindrina biriky mafy sy mafy orina tamin'ity indray mitoraka ity ny makarakara zaridaina marefo feno voaloboka ""Unfold"".",-1
1197,Two things I don't like....1)the headset isn't very comfortable for longer calls--my ear starts to hurt if it's in for more than a few minutes.,Zavatra roa no tsy tiako....1)tsy dia mahazo aina loatra ny headset raha miantso ela kokoa--manorotaka ny sofiko raha ao anatin'ny minitra vitsy.,-1
1198,"Yes, she replied curtly and hung up.","Eny, namaly moramora izy ary nampiato ny antso.",-1
1199,So pick up and read this book.,Koa raiso ary vakio ity boky ity.,1
1200,The best news is: This unit works!,Ny vaovao tsara indrindra dia: miasa ity unit ity!,1
1201,I can't recommend this game even if you are a big UFC fan like myself.,Tsy afaka manoro an'ity lalao ity aho na dia mpankafy UFC toa ahy aza ianao.,-1
1202,"The major drawback to the game is actually one of the simpler things: You are forced to use bulletproof wooden fences (huh?), haybails, and tin barrels as legitimate cover for yourself and your squad.","Ny tsy fahampiana lehibe amin'ny lalao dia ny iray amin'ireo zavatra tsotra kokoa: Voatery mampiasa fefy hazo tsy misy bala ianao (hah?), bozaka, ary barika vita amin'ny vifotsy ho fiarovana ara-dalàna ho anao sy ny ekipanao.",-1
1203,"Simple, but addicting.","Tsotra, nefa mampiankin-doha.",1
1204,-The speaker phone is very quiet.,-Ny telefaonina fanamafisam-peo dia mangina be.,-1
1205,"In KH do you know, when you start, the opening scene looks AWESOME and realistic, and the same for the end?","Ao amin'ny KH fantatrao ve, rehefa manomboka ianao, ny seho fanokafana dia toa MAHATSIAROVANA sy tena misy, ary mitovy amin'ny farany?",1
1206,"Like when you try cuddle Frankenstien, you don't cuddle him, you get impaled on his arm and you get 200 points or so (you would expect it to subtract points wouldn't you?)","Toy ny rehefa manandrana mamihina an'i Frankenstien ianao, dia tsy mifofofofo azy, voafandrika eo amin'ny sandriny ianao ary mahazo isa 200 eo ho eo (nanantena ianao fa hanala isa izany, sa tsy izany?)",-1
1207,Great interplay between Garner as 'one- of-the-guys' and the three dudes making a fine buffet to her nubile attractiveness.,Fifandraisana lehibe eo amin'i Garner amin'ny maha 'iray amin'ireo lehilahy' sy ireo lehilahy telo manao buffet tsara ho an'ny mahasarika azy.,1
1208,It's amazing that a book written a little more than two decades ago can still be relevant and current.,Mahagaga fa ny boky nosoratana efa ho roapolo taona mahery lasa izay dia mbola manan-danja sy manara-penitra.,1
1209,"When ANY of the four ink cartridges are empty, all functions are disabled.","Rehefa tsy misy na inona na inona ny ANY amin'ireo kasety ranomainty efatra, dia tsy miasa ny fiasa rehetra.",-1
1210,He also says plenty of wrong stuff.,Betsaka koa ny zavatra diso lazainy.,-1
1211,"If you only buy one Raymond Scott CD, this MUST be the one to get.",Raha mividy CD Raymond Scott iray ihany ianao dia tsy maintsy ity no azo alaina.,1
1212,Its a shame to be forced to give this novel a one star rating.,Mahamenatra ny voatery manome naoty kintana iray ity tantara ity.,-1
1213,"Enter equally unlikely meet-cute Harmony Faith Lane (the luscious Monahan, who makes a sexy funny performance cook to perfection) a childhood friend from Harry's past who shows up at a party that both Harry and Perry are attending for Shaw. Seems Lane has always pursued her dream to be an actress and ever since they were kids playing magician and assistant (guess who and guess who) she came to La-La-Land with little fanfare and a broken heart.","Midira ao amin'ny Harmony Faith Lane (ilay Monahan mahafinaritra, izay manao mpahandro mahatsikaiky mahatsikaiky ho tonga lafatra) namana fahazazana tamin'ny andron'i Harry izay niseho tamin'ny lanonana iray natrehin'i Harry sy Perry ho an'i Shaw. Toa nanenjika ny nofinofiny ho mpilalao sarimihetsika foana i Lane ary hatramin'ny fahazazany dia nilalao ody sy mpanampy (fantaro hoe iza ary iza) dia tonga tao La-La-Land niaraka tamin'ny firavoravoana kely sy fo torotoro izy.",1
1214,( Like in any House of the Dead game ) nothing else.,(Toy ny lalao House of the Dead) tsy misy hafa.,-1
1215,"It's like listening to Schwarzenegger, but he can do some acting.","Tahaka ny fihainoana an'i Schwarzenegger, saingy afaka manao fihetsika izy.",-1
1216,"The Terk is definitely the best looking of the bunch, and I really like the included stand, which gives you more flexibility in setting it up.","Ny Terk dia azo antoka fa ny tsara indrindra amin'ny bunch, ary tena tiako ny fijoroana misy azy, izay manome anao fahafahana bebe kokoa amin'ny fametrahana azy.",1
1217,"-Similarly to games like Black and White who let you decide to either be naughty or nice, the good and evil aspect isn't exactly balanced.","-Toy izany koa amin'ny lalao toy ny Black and White izay mamela anao hanapa-kevitra na ho ratsy na ho tsara tarehy, ny lafiny tsara sy ratsy dia tsy mifandanja tsara.",-1
1218,"Patricia, please retire with some dignity!","Patricia, miangavy anao hisotro ronono amin'ny fahamendrehana!",-1
1219,"Overall, brilliant execution.","Amin'ny ankapobeny, famonoana mamirapiratra.",1
1220,The frame rate is stable even through the pace of the game is considarably faster and there are more enemies on your ass at the same time.,Ny tahan'ny frame dia miorina tsara na dia amin'ny alàlan'ny hafainganan'ny lalao aza dia haingana kokoa ary misy fahavalo bebe kokoa amin'ny borikinao amin'ny fotoana iray ihany.,1
1221,There are also equal amounts of chemistry between the trio of male friends who are all looking out for the best interests of Garner's character (as well as their own well-meaning agendas overall without being creepy or downright chauvinistic).,Mitovy ihany koa ny simia eo amin'ireo telo mianadahy lahy izay samy mitady ny tombontsoan'ny toetran'i Garner (ary koa ny fandaharam-potoanany manokana amin'ny ankapobeny tsy misy mahatsikaiky na mahatsikaiky).,1
1222,"I do not have the 2 channel SACD to use for comparison but I do have the regular remastered CD. This mix presents a wildly un-musical, psychedelic=like four channel guitar panning, throwing Carlos' guitar solos all over the place.","Tsy manana SACD 2 channel aho ampiasaina amin'ny fampitahana fa manana CD remastered mahazatra aho. Ity fifangaroana ity dia manolotra mozika tsy misy mozika, psychedelic = toy ny fantsona gitara efatra, manipy ny solo-gitara an'i Carlos manerana ny toerana.",-1
1223,"The film however falls apart in the climactic final moments, which allows the next film in line to continue the quest for What Happens When We Die; only time will tell.","Na izany aza, ny sarimihetsika dia rava ao anatin'ny fotoana farany faratampony, izay mamela ny sarimihetsika manaraka amin'ny filaharana hanohy ny fikatsahana Inona no mitranga rehefa maty isika; ny fotoana ihany no hilaza.",-1
1224,"Ghosts, abdominal snow men, Lochness, the story is almost identical to to the first.","Matoatoa, lehilahy lanezy kibo, Lochness, ny tantara dia saika mitovy amin'ny voalohany.",-1
1225,The power cable (AC adapter) is similarly integrated into the amplifier.,Ny tariby herinaratra (adapter AC) dia tafiditra ao amin'ny amplifier.,-1
1226,It has a lot of rhyming words and some good humor in the story.,Misy teny marimaritra iraisana sy vazivazy tsara ao anatin'ilay tantara.,1
1227,Another bad part is that this bag has no additional zipper to close the main compartment like most other bags do.,Ny lafiny ratsy iray hafa dia ity kitapo ity dia tsy misy zipper fanampiny hanidy ny efitrano lehibe toy ny ankamaroan'ny kitapo hafa.,-1
1228,"However, I is a little disappointed about dis movie.","Na izany aza, diso fanantenana kely momba ny sarimihetsika dis aho.",-1
1229,"Filmmaker Lodge Kerrigan has created a truly amazing, deeply felt emotional roller coaster exploring the inner corridors of mental health, family values and the human condition that he touched base on a similar theme in his stunning debut in 1994 with ""CLEAN, SHAVEN"" featuring a schizophrenic (character actor Peter Greene, best known as the racist/rapist doomed Zed in ""PULP FICTION"") attempting to keep his demons at bay in his search for a daughter he never met.","Ny Filmmaker Lodge Kerrigan dia namorona roller coaster tena mahavariana sy tsapa lalina mikaroka ny lalan'ny fahasalamana ara-tsaina, ny soatoavin'ny fianakaviana ary ny toetry ny maha-olombelona izay nokasihiny tamin'ny lohahevitra mitovy amin'ny voalohany tamin'ny 1994 niaraka tamin'ny ""CLEAN, SHAVEN"" ahitana schizophrenic (mpilalao sarimihetsika Peter Greeneracmed, fanta-daza indrindra amin'ny anarana hoe LPIC) atao hoe ""PUUracmed"". mba hanakanana ny demoniany amin'ny fitadiavana ny zanany vavy tsy mbola hitany.",1
1230,"It really does, as reviewer Morse put it, take you on a visual journey-you really do feal like you are there.","Tena manao izany, araka ny filazan'ny mpandinika Morse azy, mitondra anao amin'ny dia hita maso-tena mahatsiaro tena ho toy ny any ianao.",1
1231,Even the remix of Southern Sun found in this collection is inferior to the original.,Na ny remix an'ny Southern Sun hita ao amin'ity fanangonana ity dia ambany noho ny tany am-boalohany.,-1
1232,Monaghan proves also to hold her own and has a deft comic timing too and being easy on the eyes sure as hell doesn't hurt.,Monaghan dia manaporofo ihany koa fa mitazona ny azy ary manana fotoana mahatsikaiky koa ary mora amin'ny maso azo antoka fa tsy handratra ny helo.,1
1233,"even after u finish killing a Boss or tournment, u cant even save...",na dia efa vitanao aza ny famonoana Boss na tournment dia tsy afaka mamonjy...,-1
1234,"He says things everyone else says who is dying, and what we all know to be true about death and living well.","Milaza ny zavatra lazain'ny olona rehetra hoe iza no ho faty, ary izay fantatsika rehetra fa marina momba ny fahafatesana sy ny fiainana tsara.",-1
1235,"However, at this point in the game, the draw distances become smaller, and the game looks just about as good as it did on the ps2.","Na izany aza, amin'izao fotoana izao amin'ny lalao dia mihakely ny halaviran'ny fisarihana, ary ny lalao dia toa tsara toy ny tamin'ny ps2.",-1
1236,Let me satisfy that curiosity for you - as the service stands - don't waste your money.,Avelao aho hanome fahafaham-po anao amin'izany fahalianana izany - araka ny ijoroan'ny serivisy - aza mandany ny volanao.,-1
1237,Even if it means being up till 6:00 when u halfta work the next morning at 8:00 or 9:00:( The game also takes a real long time to lvl in compareason with other morgs with a really low cap (I could get a char to lvl 15-20 or so in WOW in the time it would take me to get to lvl 2-4 in DDO. But I imagine i could get a couple of chars to lvl 10 in DDO in the time it would get a char in WOW to lvl 60) So it takes a while to get going in DDO where other MMORGS let u get some early lvls fairly easy to get u hooked(interested) Where as DDO u are a wimp for a long time whitch isnt fun.,Na dia midika aza hoe mifoha hatramin'ny 6:00 rehefa miasa ny ampitso maraina ianao amin'ny 8:00 na 9:00: ( Mitaky fotoana be ihany koa ny lalao raha ampitahaina amin'ny morgs hafa miaraka amin'ny kapila tena ambany (afaka mahazo char amin'ny lvl 15-20 eo ho eo aho amin'ny WOW amin'ny fotoana mety hahafahako mahazo 2-4 amin'ny Dlv. chars mankany lvl 10 amin'ny DDO amin'ny fotoana hahazoany char amin'ny WOW ka hatramin'ny lvl 60) Noho izany dia mila fotoana kely ny fandehanana any amin'ny DDO izay misy MMORGS hafa mamela anao hahazo lvls vao haingana izay mora hahatonga anao ho liana (liana) Raha DDO ianao dia wimp nandritra ny fotoana ela izay tsy mahafinaritra.,-1
1238,I am amazed at Camille's self-assurance in making a record like this that relies so wholly on her own voice to carry it.,Talanjona aho amin'ny fahatokian'i Camille amin'ny fanaovana rakikira tahaka izao izay miantehitra tanteraka amin'ny feony manokana hitondrana izany.,1
1239,"To make matters worse, there are different ways to get through the intro screens.",Ny hanaratsy kokoa ny zava-misy dia misy fomba samihafa ahafahana miditra amin'ny efijery fampidirana.,-1
1240,Wonderful stuff.,Zavatra mahafinaritra.,1
1241,"I find this little book practical, honest and helpful.",Hitako fa azo ampiharina sy marina ary mahasoa ity boky kely ity.,1
1242,"No....you pay $20,- for 3 hours 'more of the same'.","Tsia... mandoa $20 ianao,- mandritra ny adiny 3 'mihoatra ny mitovy'.",-1
1243,About once every four pages.,Indray mandeha isaky ny pejy efatra.,-1
1244,The graphics are the only flaw.,Ny sary ihany no lesoka.,-1
1245,That's it for 51 whole events!?,Izany dia ho an'ny hetsika 51 manontolo!?,-1
1246,"This is about it for the gameplay part, but I won't give it a high score, it's not really good.","Ity dia momba ny ampahany amin'ny lalao, fa tsy hanome naoty ambony aho, tsy dia tsara loatra.",-1
1247,I don't understand why they would make a new game with no improvements.,Tsy azoko hoe nahoana izy ireo no hanao lalao vaovao tsy misy fanatsarana.,-1
1248,The tutorial part of the game actually instructs you to use things like fences as defendable positions.,Ny ampahany fampianarana amin'ny lalao dia mampianatra anao hampiasa zavatra toy ny fefy ho toerana azo arovana.,-1
1249,Don't even waste your money.,Aza mandany vola akory.,-1
1250,And I also find myself running through a lot of people.,Ary hitako koa ny tenako mihazakazaka amin'ny olona maro.,-1
1251,"not really any replay value and theres only 1 special unlock at the end of the game, after u get that its boring.","tsy misy sanda replay ary tsy misy afa-tsy 1 misokatra manokana amin'ny faran'ny lalao, rehefa azonao izany dia mankaleo.",-1
1252,DVD should have been much better as well.,Tokony ho tsara kokoa koa ny DVD.,-1
1253,"I really wanted to ""love"" Chaos Legion. It had a lot of the right ingredients for a killer action game - creepy monsters, stylish combos, and lots of frenetic hack-'n'-slash melee fighting.","Tena te ""tia"" Chaos Legion aho. Nanana akora mety tsara ho an'ny lalao hetsika mpamono olona izy io - biby goavam-be mampihoron-koditra, combos stylish, ary ady hack-'n'-slash be dia be.",1
1254,"To me, that's one of the most impressive songs BG have written, and that's saying something.","Amiko dia iray amin'ireo hira manaitra indrindra nosoratan'i BG io, ary misy zavatra lazainy.",1
1255,"-Make your own unique character from scratch in Baldur's Gate 1, and then after completing the first game, import them into Baldur's Gate 2 for true continuity and continue the saga.","- Ataovy ny toetranao manokana tsy manam-paharoa ao amin'ny vavahadin'i Baldur 1, ary rehefa vita ny lalao voalohany dia ampidiro ao amin'ny vavahadin'i Baldur 2 izy ireo ho an'ny fitohizana marina ary tohizo ny saga.",1
1256,"Other problems include common clipping issues, buildings and terrain that pops up out of nowhere, and the worst skins I've seen on character models since 2004. The models are sloppy, robotic looking, and frankly ugly.","Ny olana hafa dia misy ny olana amin'ny fametahana mahazatra, ny tranobe sy ny terrain mipoitra tsy misy na aiza na aiza, ary ny hoditra ratsy indrindra hitako tamin'ny maodely toetra nanomboka tamin'ny 2004. Ny maodely dia mibaribary, mijery robotika, ary tena ratsy tarehy.",-1
1257,"Which leads me to believe that this, and other TJB CD's in Herb Alpert's Signature Series, were mastered to CD directly from the original mixdown album masters that were used to press the original A&M vinyl LP's back in the 1960s (a common practice that was routinly done by the record industry with past album masters during the dawn of the CD era 25 years ago, which magnified the imperfections of analog album masters on CD).","Izay mahatonga ahy hino fa ity, sy ny TJB CD hafa ao amin'ny Herb Alpert's Signature Series, dia nahay ny CD mivantana avy amin'ireo masters album mixdown tany am-boalohany izay nampiasaina hanindry ny lamosina A&M vinyl LP tany am-boalohany tamin'ny taona 1960 (fomba fanao mahazatra izay nataon'ny indostrian'ny firaketana an-tsoratra niaraka tamin'ireo tompon'ny rakikira taloha nandritra ny fiandohan'ny vanim-potoanan'ny CD, izay nitombo 25 taona lasa izay.",-1
1258,"I personally would like to blame it on the editing, at the beginning in particular I found myself unable to blink without missing a scene.","Izaho manokana dia te-hanome tsiny an'io amin'ny fanovana, indrindra fa tamin'ny voalohany dia hitako fa tsy afaka mipi-maso tsy misy seho.",-1
1259,They do stuff their own way.,Manao ny fombany izy ireo.,1
1260,I encourage you to buy this cd....my copy is available.,Mamporisika anao aho hividy ity cd ity....misy ny kopiako.,-1
1261,A nice western-cartoon feel!,Sarimiaina tandrefana mahafinaritra!,1
1262,The same can be said of this little gem of a film.,Toy izany koa no azo lazaina momba ity vatosoa kely amin'ny sarimihetsika ity.,1
1263,6. It's fast!,6. Haingana izany!,1
1264,"The next time a company remakes a game for fans, THEY SHOULD ASK FIRST. BRING IT UP ON MORE FORUMS, WE WILL BE INTERESTED.",Amin'ny manaraka indray ny orinasa iray hamerina lalao ho an'ny mpankafy dia tokony hanontany aloha izy ireo. AMPY AO AMIN'NY FIKAMBANANA IREO FA HO LIANA ISIKA.,-1
1265,All of my portrait photos were displayed on their side.,Ny sariko rehetra dia naseho teo amin'ny ilany.,-1
1266,The relationship between Michael (the main character) and Angela (a complete stranger he hops into bed with in the first chapter) is not only unplausable and mesogenistic it reads like the fantastic pipe-dream of a teenage boy.,Ny fifandraisana misy eo amin'i Michael (ilay mpilalao fototra) sy i Angela (olon-tsy fantatra iray izay nitsambikina teo am-pandriana niaraka tamin'ny toko voalohany) dia tsy vitan'ny hoe tsy azo ekena sy mesogenistika fa mivaky toy ny nofinofin'ny tovolahy iray.,-1
1267,This is the worst port I've played in a long time.,Ity no seranana ratsy indrindra nilalao nandritra ny fotoana ela.,-1
1268,The performances are completely polished.,Voaporitra tanteraka ny fampisehoana.,1
1269,You did not mention the 16gb memory that comes with the T-Mobile phone without extra charge.,Tsy nanonona ny fahatsiarovana 16gb miaraka amin'ny telefaona T-Mobile tsy misy fiampangana fanampiny ianao.,1
1270,Pay a few dollars more and get a better bag.,Mandoa dolara vitsivitsy fanampiny ary mahazo kitapo tsara kokoa.,-1
1271,"I'm one of the idiots who purchased the deluxe album, and after unwrapping it at home and actually checking out the track listing and such, all of these songs could have DEFINATELY fit onto one album.","Izaho dia anisan'ireo adala nividy ilay album deluxe, ary rehefa novahako tao an-trano ary tena nanamarina ny lisitry ny hira sy ny toy izany, dia mety ho tafiditra ao anatin'ny rakikira iray avokoa ireo hira rehetra ireo.",-1
1272,"Well, time to try again.","Eny, fotoana hanandrana indray.",-1
1273,"I've heard the first GH album, and it's equally amazing...","Efa naheno ny rakikira GH voalohany aho, ary mahagaga ihany koa...",1
1274,can't beat 'em so buy out the rights to make it at all???,tsy maharesy azy ireo ka vidio ny zo hahavita izany mihitsy???,-1
1275,"But if you are going to copy a movie frame for frame, what is the point of making it?","Fa raha toa ianao ka handika ny sarimihetsika ho an'ny frame, inona no ilana hanaovana azy?",-1
1276,"Besides it runs many google apps, and Apple has too many garbage apps that are just worthless.","Ankoatra izany dia mitantana apps google maro izy, ary Apple dia manana apps fako be loatra izay tsy misy dikany fotsiny.",1
1277,Also gone is the low thump of the bass drum.,Lasa ihany koa ny kapoka ambany amin'ny amponga beso.,-1
1278,"It sounds almost like when you put a tape in a player and it eats the tape, and is just as enjoyable.","Toy ny hoe rehefa mametraka kasety ao anaty mpilalao iray ianao ary mihinana ilay kasety, ary mahafinaritra toy izany koa.",-1
1279,"It surely ain't worth the $20,-. Even at 'difficult' you will probably be able to end this game in about 2-3 hours.","Azo antoka fa tsy mendrika ny $20,-. Na dia amin'ny 'sarotra' aza ianao dia mety ho afaka hamarana ity lalao ity ao anatin'ny 2-3 ora eo ho eo.",-1
1280,"Another cool thing is that you can choose I you want to be a girl farmer, a boy farmer, a pet cat or a pet dog!","Ny zavatra mahafinaritra iray hafa dia azonao atao ny misafidy hoe te ho mpamboly tovovavy ianao, mpamboly zazalahy, saka biby fiompy na alika biby fiompy!",1
1281,"However, Mercs 2 was fun, and I did enjoy it.","Na izany aza, nahafinaritra ny Mercs 2, ary nahafinaritra ahy izany.",1
1282,It held the promise of leading off into a sci-fi novel but didn't quite reach anything beyond the mundane until the last couple of chapters of the book.,Izy io dia nitana ny fampanantenana hitarika ho amin'ny tantara sci-fi saingy tsy nahatratra na inona na inona mihoatra ny zava-drehetra mandra-pahatongan'ny toko roa farany amin'ny boky.,-1
1283,3 maps...,3 sarintany...,-1
1284,The game seems as if it merely copied of Mario Kart DS at parts.,Ny lalao dia toa tahaka ny dika mitovy amin'ny Mario Kart DS amin'ny ampahany.,-1
1285,Atrocious!,Atrocious!,-1
1286,Neither PalmOne or the merchant will warranty the display.,Na ny PalmOne na ny mpivarotra dia tsy hanome antoka ny fampisehoana.,-1
1287,"The highlight for me is some of the whacky dialog, which I'm still quoting years later.","Ny zava-nisongadina ho ahy dia ny sasany amin'ireo fifanakalozan-kevitra mahatsikaiky, izay mbola notanisaiko taona maro taty aoriana.",1
1288,He takes examples of Homer and Hamlet but all that Mortimer does is to add lots and lots of padding and useless words to drive his point across.,Maka ohatra momba an'i Homer sy Hamlet izy fa ny zavatra rehetra ataon'i Mortimer dia ny manisy padding be dia be sy teny tsy misy ilana azy hampita ny heviny.,-1
1289,"In this film, there are too many problems to list.",Amin'ity sarimihetsika ity dia be loatra ny olana tsy azo tanisaina.,-1
1290,"""Stand up"" stinks up the joint from the cover art (what is that goofy concept lady?), to the tiny tiny song labels on the back.","Ny ""Mitsangàna"" dia manindrona ny fiaraha-miombon'antoka manomboka amin'ny zavakanto mandrakotra (inona izany vehivavy hevi-diso izany?), mankany amin'ny etikety hira kely ao ambadika.",-1
1291,I wonder how he thought of all that rhymes.,Manontany tena aho hoe ahoana no fiheverany an'ireo rima rehetra ireo.,1
1292,"Considering Palmone's lack of customer support and English as a second language staff, I would not recommend the purchase of this PDA.","Raha jerena ny tsy fahampian'ny fanohanan'ny mpanjifa sy ny teny anglisy ho mpiasa amin'ny fiteny faharoa an'i Palmone, dia tsy manoro hevitra ny fividianana an'ity PDA ity aho.",-1
1293,Am I asking too much in asking to SOME thought process while developing this film?,Manontany be loatra ve aho amin'ny fanontaniako ny fizotry ny fisainana SASANY mandritra ny famolavolana ity sarimihetsika ity?,-1
1294,This gives the record a real organic feeling: it doesn't sound as if it was spit out of a hit factory.,Izany dia manome ny firaketana ny fahatsapana voajanahary tena izy: tsy toy ny hoe narora avy tao amin'ny orinasa iray.,1
1295,"But again it is Dillon who gives an Oscar worthy turn as the charming, irritable and barely awake Chinaski that deserves recognition proving there is more to meet the eye in the once –thought-of-one-trick-pony that Dillon was initially perceived for his heavy Brooklyn accent and blank brooding good looks; he does his best work since changing that tune with ""Drugstore Cowboy"" and hope he continues his trek of good fortune unlike Henry Chinaski.","Saingy indray dia i Dillon no manome ny anjara mendrika Oscar ho ilay Chinaski mahafatifaty, mora tezitra ary zara raha mifoha izay mendrika ny ekena ary manaporofo fa misy zavatra hafa tokony hifanena amin'ny maso amin'ilay pony iray -heverina ho iray amin'ny tricks izay i Dillon dia noheverina tamin'ny voalohany noho ny lantom-peony Brooklyn mavesatra sy ny fijery tsara tarehy; manao ny asany tsara indrindra izy hatramin'ny nanovany an'io hira io tamin'ny ""Drugstore Cowboy"" ary manantena fa hanohy ny diany amin'ny vintana tsara izy fa tsy toa an'i Henry Chinaski.",1
1296,They are cute and they can sing and dance.,Mahafatifaty izy ireo ary afaka mihira sy mandihy.,1
1297,"it takes a small while to get used to the new style but now i relly love ""fly or die"".","mila fotoana kelikely vao zatra ny fomba vaovao fa izao aho relly tia ""manidina na maty"".",1
1298,"Unless you really adored the original FFL, STAY AWAY FROM THIS GAME!","Raha tsy hoe tena tia ny FFL tany am-boalohany ianao, MIALA IZANY GAME!",-1
1299,"You're really going to love it, don't think his game is bad, 'cause it's good and you're going to enjoy it.","Tena ho tianao izany, aza mihevitra fa ratsy ny lalaony, satria tsara izany ary hankafy azy ianao.",1
1300,But really...,Fa tena...,-1
1301,"However, Mr. Lieven does provide a fascinating insight into the war.","Na izany aza, Atoa Lieven dia manome fomba fijery mahavariana momba ny ady.",1
1302,I had an urge to play again and only kept it on for 5 minutes because of how bored I was.,Nanana faniriana ny hilalao indray aho ary nitazona izany nandritra ny 5 minitra fotsiny noho ny fahaleovan-tenako.,-1
1303,Gort (the ominous almost limitless of powers guardian of the world) fell far short of taking this film to heights that it could have achieved.,Gort (ilay mpiaro ny fahefana saika tsy manam-petra eto amin'izao tontolo izao) dia latsa-danja lavitra tamin'ny fandraisany an'ity sarimihetsika ity ho amin'ny haavony izay mety ho tratrany.,-1
1304,"The production at the time was revolutionary; Lauri Latham (later worked with Echo & the Bunnymen, Squeeze and The Stranglers) came with a distinctive glossy and crisp sound.","Ny famokarana tamin'izany fotoana izany dia revolisionera; Lauri Latham (niara-niasa tamin'ny Echo & the Bunnymen, Squeeze ary The Stranglers taty aoriana) dia tonga niaraka tamin'ny feo mamirapiratra sy malefaka.",1
1305,"I've heard them better, but far away from good.","Efa naheno azy ireo tsara kokoa aho, saingy lavitra ny tsara.",-1
1306,"Many people claim that the heroes are unbalanced because they are so much better than normal characters, but that is a stupid statement.","Betsaka ny olona milaza fa tsy voalanjalanja ny maherifo satria tsara lavitra noho ny tarehin-tsoratra mahazatra izy ireo, saingy fanambarana adaladala izany.",1
1307,Just plain sucks.,Mampalahelo fotsiny.,-1
1308,They all sound like experiments that weren't seen through from start to finish.,Toa andrana tsy hita hatramin'ny voalohany ka hatramin'ny farany izy rehetra.,-1
1309,Score 8.9,Isa 8.9,1
1310,Everyone else should steer clear.,Ny olon-kafa rehetra dia tokony hitandrina tsara.,-1
1311,"The camera has a cover for the ports for the AC adapter and USB cable--this cover is very flimsy plastic, and I think it's only a matter of time before it breaks off.","Ny fakan-tsary dia misy sarony ho an'ny seranan-tsambo ho an'ny adaptatera AC sy tariby USB--plastika manjavozavo be io fonony io, ary heveriko fa fotoana fohy ihany vao tapaka.",-1
1312,"I must admit, my initial hesitation was unwarranted.",Tsy maintsy ekeko fa tsy mitombina ny fisalasalako voalohany.,1
1313,I felt some chapters could have been expanded to include more information.,Nahatsapa aho fa mety ho nitarina ny toko sasany mba hampidirana fampahalalana bebe kokoa.,-1
1314,"They are of course crap, is this what we pay for?","Mazava ho azy fa adala izy ireo, izany ve no andoavanay?",-1
1315,Pros: Long range zoom for distance and nature shooting.,Tombontsoa: Zoom lavitra lavitra ho an'ny fitifirana halavirana sy natiora.,1
